Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn
286114,canada,ontario,toronto,m2m 7k8,female,college,73455.0,single,star,3872.22,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,18,23388,21837.0,0.066,0,4,4,0.11159742324403488,False,0
205785,canada,ontario,toronto,m2m 6j7,male,master,128118.0,married,star,3873.65,standard,2016,8,0.0,0.0,,2016-08-01,False,False,0,22,31,44485,43252.0,0.028,2,2,4,0.1108673835774338,False,0
735304,canada,alberta,edmonton,t3g 6y6,female,master,128118.0,married,star,3873.65,standard,2016,12,0.0,0.0,,2016-12-01,False,False,0,18,18,30065,29457.0,0.02,0,5,9,0.13816802181157586,False,0
438936,canada,quebec,montreal,h2y 2w2,male,bachelor,94092.0,married,star,3878.77,standard,2013,10,0.0,0.0,,2013-10-01,False,False,0,56,38,47978,47479.0,0.01,0,7,9,0.2774316849375232,False,0
172755,canada,alberta,edmonton,t3g 6y6,female,college,73455.0,single,aurora,5303.76,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,21,17374,26061.0,0.0,0,21,21,0.23766315066615656,False,0
413741,canada,ontario,toronto,m1r 4k3,female,college,73455.0,married,star,3885.46,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,30,50373,48963.0,0.028,1,5,8,0.1907347527666082,False,0
642313,canada,alberta,edmonton,t9g 1w3,male,college,73455.0,married,star,3885.46,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,33,47139,45633.0,0.032,0,11,14,0.22572818609763742,False,1
263080,canada,alberta,edmonton,t9g 1w3,male,college,73455.0,single,star,3886.5,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,22,30843,30497.0,0.011,0,4,8,0.2326004604847772,False,0
109767,canada,ontario,toronto,m1r 4k3,female,bachelor,89062.0,single,star,3886.65,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,31,48990,47238.0,0.036,1,7,12,0.18743203090014865,False,0
217754,canada,quebec,montreal,h2y 4r4,female,bachelor,102400.0,single,star,3887.32,standard,2015,6,0.0,0.0,,2015-06-01,False,False,0,36,26,43983,43983.0,0.0,0,5,6,0.1843149201869315,False,0
157005,canada,british columbia,vancouver,v5r 1w3,male,bachelor,98629.0,married,star,3890.87,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,36,52738,52738.0,0.0,0,6,8,0.14551046959381977,False,0
557752,canada,ontario,toronto,p1l 8x8,female,bachelor,98629.0,married,star,3890.87,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,11,16988,16326.0,0.039,1,2,6,0.07342687704986917,False,0
608758,canada,ontario,ottawa,k1f 2r2,male,bachelor,63795.0,married,star,3890.96,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,25,41760,41760.0,0.0,0,5,12,0.2914405631990022,False,0
599341,canada,quebec,tremblant,h5y 2s9,female,bachelor,54890.0,married,star,3891.54,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,46,81241,79378.0,0.023,1,3,9,0.17127230176210304,False,0
333502,canada,british columbia,vancouver,v5r 1w3,male,college,73455.0,married,star,3891.58,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,24,35456,35456.0,0.0,0,7,10,0.26548108335759646,False,0
403361,canada,british columbia,vancouver,v1e 4r6,male,bachelor,70222.0,single,star,3895.03,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,8,12611,12611.0,0.0,3,0,5,0.057668123166433466,False,0
543918,canada,quebec,montreal,h2t 2j6,male,high school or below,40736.0,married,star,3896.57,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,41,60743,58219.0,0.042,0,6,11,0.3190176359887503,False,0
806030,canada,alberta,calgary,t3e 2v9,female,bachelor,75861.0,married,star,3903.47,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,4,8988,8988.0,0.0,0,4,4,0.05088255683128089,False,0
119200,canada,british columbia,vancouver,v6e 3d9,female,bachelor,69835.0,divorced,star,3903.8,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,21,33321,32808.0,0.015,0,6,11,0.1366074012522523,False,0
938981,canada,alberta,edmonton,t3g 6y6,female,college,73455.0,single,aurora,5337.35,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,8,8864,13296.0,0.0,1,8,8,0.10001023689323961,False,0
238119,canada,quebec,montreal,h2t 9k8,male,bachelor,75980.0,married,star,3906.67,standard,2013,5,0.0,0.0,,2013-05-01,False,False,0,61,42,67827,67216.0,0.009,0,10,17,0.3499292700885969,False,0
730388,canada,ontario,thunder bay,k8t 5m5,male,college,73455.0,single,star,3907.03,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,30,41947,41947.0,0.0,1,4,7,0.3088426124132919,False,0
127400,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,single,star,3914.72,standard,2014,6,0.0,0.0,,2014-06-01,False,False,0,48,24,33105,32577.0,0.016,0,9,11,0.27118851913203945,False,0
324557,canada,quebec,montreal,h2y 2w2,female,college,73455.0,single,star,3914.72,standard,2013,2,0.0,0.0,,2013-02-01,False,False,0,64,28,45641,44996.0,0.014,0,8,12,0.32470975136171165,False,0
742002,canada,ontario,toronto,p2t 6g3,female,college,73455.0,single,star,3915.8,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,21,39601,39601.0,0.0,2,3,8,0.1461745542626185,False,0
536567,canada,alberta,peace river,t9o 2w2,male,bachelor,80697.0,married,star,3919.37,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,39,50451,49551.0,0.018,0,9,16,0.21800989687733624,False,0
704835,canada,british columbia,whistler,v6t 1y8,male,bachelor,80697.0,married,star,3919.37,standard,2016,9,0.0,0.0,,2016-09-01,False,False,0,21,31,48927,47964.0,0.02,0,9,13,0.18979050101088155,False,0
758635,canada,quebec,montreal,h2t 9k8,male,bachelor,80697.0,married,star,3919.37,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.006206021390596306,False,0
823048,canada,british columbia,vancouver,v6e 3z3,male,bachelor,80697.0,married,star,3919.37,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,4,3184,3184.0,0.0,0,4,4,0.05093137334101219,False,0
612905,canada,ontario,toronto,p2t 6g3,female,college,73455.0,married,star,3920.51,standard,2015,2,0.0,0.0,,2015-02-01,False,False,0,40,27,39794,39225.0,0.014,1,4,10,0.2121033948552924,False,0
679908,canada,quebec,montreal,h4g 3t4,female,bachelor,77601.0,married,star,3921.02,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,31,49417,48438.0,0.02,2,1,7,0.16082446021857033,False,0
704150,canada,manitoba,winnipeg,r6y 4t5,male,bachelor,77601.0,married,star,3921.02,standard,2014,10,0.0,0.0,,2014-10-01,False,False,0,44,28,38154,37188.0,0.025,1,4,9,0.2207165133970685,False,0
596179,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,50879.0,single,star,3933.81,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,41,75943,75943.0,0.0,0,9,11,0.28138226478105954,False,0
370450,canada,ontario,thunder bay,k8t 5m5,female,high school or below,62160.0,married,star,3934.1,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,26,31768,30386.0,0.044,0,4,10,0.3033613353713356,False,0
501030,canada,british columbia,vancouver,v6e 3z3,male,bachelor,93541.0,married,star,3934.71,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,22,25299,25299.0,0.0,1,4,5,0.10317772860874135,False,0
878633,canada,ontario,trenton,k8v 4b2,female,doctor,163974.0,married,star,3936.79,standard,2013,12,0.0,0.0,,2013-12-01,False,False,0,54,37,47664,47664.0,0.0,0,4,10,0.25945067534620136,False,0
285938,canada,quebec,montreal,h2t 2j6,female,bachelor,75827.0,married,star,3939.01,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,31,46476,46476.0,0.0,1,2,9,0.2132805598291289,False,0
588237,canada,quebec,tremblant,h5y 2s9,male,bachelor,75827.0,married,star,3939.01,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,24,24470,23531.0,0.038,3,0,1,0.19697909212101158,False,0
645280,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,75827.0,married,star,3939.01,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,37,49890,49077.0,0.016,0,5,11,0.31033477516978925,False,0
864324,canada,quebec,quebec city,g1b 3l5,female,bachelor,75827.0,married,star,3939.01,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,35,45316,43630.0,0.037,0,11,17,0.14938226255487258,False,0
124678,canada,nova scotia,halifax,b3j 9s2,male,doctor,152955.0,married,star,3954.34,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,37,62863,62559.0,0.005,0,9,11,0.3118507018182124,False,0
186015,canada,british columbia,vancouver,v6e 3z3,male,doctor,152955.0,married,star,3954.34,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,28,42376,41872.0,0.012,0,7,12,0.21466688116891858,False,0
589580,canada,british columbia,whistler,v6t 1y8,male,doctor,152955.0,married,star,3954.34,standard,2015,8,0.0,0.0,,2015-08-01,False,False,0,34,38,66248,65089.0,0.017,1,7,11,0.21314329876298324,False,0
623688,canada,ontario,london,m5b 3e4,female,doctor,152955.0,married,star,3954.34,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,40,73065,71608.0,0.02,0,6,12,0.18220507153319587,False,0
386082,canada,alberta,edmonton,t9g 1w3,female,bachelor,30486.0,divorced,aurora,5391.97,2018 promotion,2018,3,2018.0,11.0,2018-11-01,2018-03-01,False,False,1,3,0,0,0.0,0.0,999,0,0,0.0208623635842426,True,1
256147,canada,ontario,toronto,m1r 4k3,female,college,73455.0,married,star,3958.0,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,35,57487,57148.0,0.006,0,5,9,0.31072429222810816,False,0
329382,canada,quebec,montreal,h2t 9k8,male,college,73455.0,single,star,3961.59,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,0,0,0.0,0.0,999,0,0,0.2428221325966335,False,1
140392,canada,british columbia,vancouver,v5r 1w3,female,bachelor,96814.0,married,star,3963.39,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,21,26025,25458.0,0.022,1,3,6,0.2513816093637687,False,0
112522,canada,alberta,peace river,t9o 2w2,male,bachelor,49846.0,married,aurora,5636.74,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,13,19992,29988.0,0.0,1,11,13,0.14850033878434737,False,0
230908,canada,british columbia,vancouver,v6e 3z3,male,doctor,217538.0,divorced,star,3964.15,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,36,49909,49087.0,0.016,1,3,7,0.3035832008131405,False,0
972581,canada,british columbia,vancouver,v5r 1w3,male,high school or below,48744.0,married,star,3964.53,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,20,22939,22300.0,0.028,1,4,4,0.1422862407257483,False,0
330694,canada,alberta,edmonton,t3g 6y6,female,bachelor,105053.0,married,aurora,6172.91,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,24,47716,71574.0,0.0,0,20,24,0.2529811111430552,False,0
910875,canada,quebec,hull,j8y 3z5,female,bachelor,84914.0,married,star,3966.13,standard,2012,11,0.0,0.0,,2012-11-01,False,False,0,67,20,34009,33526.0,0.014,1,7,12,0.3295679439362823,False,0
501704,canada,quebec,hull,j8y 3z5,male,college,73455.0,divorced,star,3974.86,standard,2013,5,0.0,0.0,,2013-05-01,False,False,0,61,31,30779,28264.0,0.082,0,6,13,0.3087916548686713,False,0
529098,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,divorced,star,3974.86,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,12,17472,17005.0,0.027,0,5,7,0.09489105350003921,False,0
567875,canada,quebec,quebec city,g1b 3l5,female,bachelor,102457.0,married,star,3979.72,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,7,11170,11170.0,0.0,1,3,3,0.08132045831007069,False,0
688524,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,103862.0,married,star,3980.42,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,19,30805,27935.0,0.093,0,4,8,0.2801861129137704,False,0
269070,canada,british columbia,vancouver,v6e 3z3,male,master,93153.0,married,star,3985.32,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,37,48544,47244.0,0.027,0,6,9,0.3027294397538475,False,0
387705,canada,quebec,hull,j8y 3z5,female,master,93153.0,married,star,3985.32,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,34,51201,49575.0,0.032,0,7,14,0.3225388911489766,False,0
923293,canada,saskatchewan,regina,s6j 3g0,male,bachelor,86793.0,divorced,star,3985.55,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,37,46168,45318.0,0.018,1,1,5,0.11743487621037048,False,0
114835,canada,ontario,toronto,m1r 4k3,female,master,101354.0,divorced,star,4001.52,standard,2017,7,0.0,0.0,,2017-07-01,False,False,0,11,19,27506,27506.0,0.0,1,5,11,0.12471588385729948,False,0
328936,canada,ontario,thunder bay,k8t 5m5,female,bachelor,53118.0,married,star,4005.72,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,37,48798,47892.0,0.019,0,7,10,0.22529097781207047,False,0
845864,canada,british columbia,vancouver,v5r 1w3,female,doctor,115440.0,married,star,4013.85,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,39,52285,50909.0,0.026,0,10,13,0.3340288715883998,False,0
645265,canada,quebec,quebec city,g1b 3l5,male,bachelor,73313.0,married,star,4013.95,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,20,31726,31345.0,0.012,0,2,3,0.24490968827614945,False,0
223587,canada,british columbia,vancouver,v6e 3z3,female,bachelor,100167.0,married,star,4013.96,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,17,29707,29153.0,0.019,0,4,7,0.09633307327894901,False,0
158560,canada,british columbia,vancouver,v6e 3d9,male,bachelor,59262.0,married,star,4014.45,standard,2015,12,0.0,0.0,,2015-12-01,False,False,0,30,23,32181,30438.0,0.054,1,7,8,0.1851084538650788,False,0
417584,canada,british columbia,vancouver,v5r 1w3,male,bachelor,59262.0,married,star,4014.45,standard,2014,5,0.0,0.0,,2014-05-01,False,False,0,49,28,38662,38055.0,0.016,2,3,9,0.23246047340379908,False,0
472521,canada,alberta,edmonton,t9g 1w3,male,college,73455.0,married,aurora,6265.34,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,34,28159,42238.5,0.0,0,31,34,0.35868872980626276,False,0
425854,canada,ontario,toronto,p1j 8t7,female,high school or below,39079.0,married,star,4016.13,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,37,52145,51515.0,0.012,0,10,15,0.19856952299003922,False,1
695855,canada,quebec,montreal,h2t 2j6,female,college,73455.0,divorced,star,4019.38,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,28,35412,34976.0,0.012,0,12,13,0.3449154151264712,False,0
699511,canada,british columbia,west vancouver,v6v 8z3,female,college,73455.0,divorced,star,4019.38,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,23,37005,37005.0,0.0,4,0,3,0.18000274030331045,False,0
377322,canada,alberta,edmonton,t9g 1w3,female,bachelor,62518.0,married,star,4023.81,standard,2016,5,0.0,0.0,,2016-05-01,False,False,0,25,40,73294,71805.0,0.02,0,11,13,0.21449423359564412,False,0
511053,canada,ontario,toronto,m2m 7k8,male,bachelor,62518.0,married,star,4023.81,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,18,27536,26734.0,0.029,3,0,3,0.15298931435415197,False,0
890753,canada,quebec,montreal,h2y 2w2,male,college,73455.0,married,star,4025.1,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,14,23150,22427.0,0.031,0,6,9,0.11366238394560868,False,0
796670,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,47536.0,married,star,4035.68,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,37,57796,56982.0,0.014,2,2,7,0.22742208514787499,False,0
556136,canada,quebec,montreal,h4g 3t4,female,college,73455.0,married,star,4035.77,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,28,30505,29984.0,0.017,0,6,10,0.14562413101222194,False,0
513081,canada,alberta,edmonton,t9g 1w3,female,bachelor,98320.0,married,star,4037.5,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,19,29703,28708.0,0.033,0,4,7,0.1673512922210632,False,0
930718,canada,quebec,montreal,h2t 2j6,female,high school or below,63577.0,married,star,4037.55,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,38,50977,49889.0,0.021,0,8,12,0.22711389360196482,False,0
235872,canada,ontario,toronto,p1j 8t7,female,doctor,89057.0,single,star,4046.94,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,31,45483,44262.0,0.027,1,2,5,0.25481489642691757,False,0
295147,canada,british columbia,kelowna,v09 2e9,male,bachelor,99814.0,married,star,4048.16,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,22,35487,34519.0,0.027,0,5,7,0.11200799257201317,False,0
306110,canada,ontario,toronto,p1j 8t7,male,bachelor,64587.0,married,star,4053.37,standard,2013,5,0.0,0.0,,2013-05-01,False,False,0,61,21,25412,24615.0,0.031,0,7,11,0.30466355893886565,False,0
295217,canada,ontario,toronto,m1r 4k3,female,doctor,67411.0,divorced,star,4059.57,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,20,36213,34848.0,0.038,1,5,10,0.163911068305735,False,0
967300,canada,alberta,edmonton,t9g 1w3,male,bachelor,62630.0,single,aurora,6364.9,2018 promotion,2018,3,2018.0,11.0,2018-11-01,2018-03-01,False,False,1,3,36,47688,71532.0,0.0,0,36,36,0.3959722355950257,True,1
591731,canada,ontario,toronto,p2t 6g3,male,bachelor,51370.0,married,star,4064.18,standard,2013,9,0.0,0.0,,2013-09-01,False,False,0,57,33,51142,50497.0,0.013,1,3,9,0.2596401825081178,False,0
326905,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,married,star,4068.09,standard,2017,2,0.0,0.0,,2017-02-01,False,False,0,16,25,36375,36375.0,0.0,1,3,6,0.106432791204748,False,0
375511,canada,quebec,montreal,h2y 2w2,female,bachelor,59300.0,single,star,4070.05,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,38,55973,54537.0,0.026,0,11,12,0.2840585641425714,False,0
485283,canada,ontario,toronto,p1j 8t7,male,bachelor,102479.0,single,star,4072.85,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,9,20088,19524.0,0.028,0,7,7,0.10943984802590771,False,0
920716,canada,alberta,peace river,t9o 2w2,female,college,73455.0,single,aurora,7098.91,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,12,21408,32112.0,0.0,1,12,12,0.14676558850818824,False,0
797685,canada,alberta,edmonton,t3g 6y6,male,college,73455.0,married,star,4079.13,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,18,28393,27571.0,0.029,0,6,8,0.11906144232289441,False,0
216467,canada,new brunswick,fredericton,e3b 2h2,male,doctor,90995.0,married,star,4083.56,standard,2014,7,0.0,0.0,,2014-07-01,False,False,0,47,24,36739,36248.0,0.013,0,5,10,0.24168742560393797,False,0
746226,canada,british columbia,whistler,v6t 1y8,female,bachelor,63501.0,married,star,4089.04,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,0,0,0.0,0.0,999,0,0,0.02361883763507382,False,0
484718,canada,british columbia,vancouver,v6e 3z3,male,bachelor,76367.0,single,star,4089.46,standard,2012,6,0.0,0.0,,2012-06-01,False,False,0,72,26,45966,44400.0,0.034,0,6,9,0.3266978211901325,False,0
528492,canada,quebec,hull,j8y 3z5,male,bachelor,60360.0,married,star,4090.75,standard,2015,6,2018.0,11.0,2018-11-01,2015-06-01,False,False,0,36,33,67528,66707.0,0.012,1,2,10,0.18824299050279378,True,1
995091,canada,british columbia,whistler,v6t 1y8,female,bachelor,55454.0,married,star,4095.2,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,5,8778,8272.0,0.058,0,4,5,0.08340019806468353,False,0
632793,canada,quebec,hull,j8y 3z5,female,high school or below,60370.0,single,star,4097.37,standard,2016,6,0.0,0.0,,2016-06-01,False,False,0,24,21,21631,21125.0,0.023,2,2,4,0.11831101011765525,False,0
705196,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,single,star,4101.94,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,40,65481,63673.0,0.028,0,9,12,0.30031393529153616,False,0
123094,canada,british columbia,vancouver,v6e 3z3,female,bachelor,92223.0,married,star,4103.85,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,12,22223,21886.0,0.015,0,9,12,0.1314008804942265,False,0
366540,canada,alberta,calgary,t3e 2v9,female,bachelor,90077.0,married,aurora,7288.88,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,18,26952,40428.0,0.0,0,16,18,0.2018781118607949,False,0
119488,canada,quebec,tremblant,h5y 2s9,female,college,73455.0,single,star,4108.26,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,23,31244,31244.0,0.0,1,4,10,0.1180852342042232,False,0
287750,canada,ontario,ottawa,k1f 2r2,female,college,73455.0,single,star,4109.31,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,33,44302,43089.0,0.027,0,7,14,0.3499465948452857,False,0
735846,canada,ontario,trenton,k8v 4b2,male,bachelor,95318.0,married,star,4109.79,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,19,24038,22361.0,0.07,0,9,13,0.3559156729843174,False,0
606026,canada,british columbia,vancouver,v6e 3z3,male,bachelor,55207.0,single,star,4110.62,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,35,54160,53076.0,0.02,1,6,8,0.196860826276631,False,0
460291,canada,british columbia,west vancouver,v6v 8z3,female,bachelor,55476.0,divorced,star,4111.2,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,28,52043,52043.0,0.0,0,7,10,0.20534455442522528,False,0
743001,canada,british columbia,vancouver,v6e 3d9,female,bachelor,79533.0,married,star,4111.89,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,17,21039,20646.0,0.019,0,6,9,0.12744236191695746,False,0
869799,canada,ontario,toronto,p1w 1k4,female,bachelor,79533.0,married,star,4111.89,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,24,39355,39355.0,0.0,0,13,17,0.29253936429017463,False,0
279419,canada,british columbia,west vancouver,v6v 8z3,female,college,73455.0,single,star,4117.37,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,57,94933,92255.0,0.028,0,7,16,0.32261310023089784,False,0
170585,canada,ontario,thunder bay,k8t 5m5,male,bachelor,82675.0,single,star,4118.59,standard,2013,8,0.0,0.0,,2013-08-01,False,False,0,58,26,36728,36323.0,0.011,0,8,9,0.29035952464031917,False,0
188340,canada,ontario,toronto,m2m 7k8,male,bachelor,82675.0,single,star,4118.59,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,31,32846,31464.0,0.042,0,7,11,0.1460800149516023,False,0
670817,canada,ontario,ottawa,k1f 2r2,male,bachelor,82675.0,single,star,4118.59,standard,2016,12,0.0,0.0,,2016-12-01,False,False,0,18,31,41772,41090.0,0.016,0,8,10,0.16012635028949773,False,0
509513,canada,british columbia,vancouver,v5r 1w3,male,college,73455.0,single,star,4121.25,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,33,65464,64888.0,0.009,0,4,8,0.2907536272354124,False,0
779247,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,86987.0,married,star,4122.57,standard,2012,9,0.0,0.0,,2012-09-01,False,False,0,69,34,42613,42077.0,0.013,0,6,9,0.3166643410636265,False,0
